189359	01370		Meillonnas		1	82	1	01241	1204	59	1,08	46.24583435	5.35083293			
189360	01450		Mérignat		1	82	1	01242	114	27	1,31	46.06916809	5.437222			
189361	01480		Messimy-sur-Saône		1	82	1	01243	931	139		46.04999923	4.76416683			
189362	01800		Meximieux		1	82	1	01244	6840	453	1,11	45.90444564	5.19416713			
189363	01250		Bohas-Meyriat-Rignat		1	82	1	01245	727	28	1,01	46.1380577	5.39027786			
189364	01660		Mézériat		1	82	1	01246	1911	104	1,23	46.23416519	5.04777812			
189365	01170		Mijoux		1	82	1	01247	312	12	2,23	46.36694335	5.99444389			
189366	01410		Mijoux		1	82	1	01247	312	12	2,23	46.36694335	5.99444389			
189367	01390		Mionnay		1	82	1	01248	2109	56	1,4	45.8955574	4.93222188			
189368	01700		Miribel		1	82	1	01249	8539	314		45.82583236	4.95444393			
189369	01600		Misérieux		1	82	1	01250	1430	165	1,8	45.97388839	4.81138896			
189370	I_01313		Moëns		1	82	1	01251	0	0	2,58	46.266667	6.1			
189371	01140		Mogneneins		1	82	1	01252	572	57	1,8	46.14166641	4.81111097			
189372	I_01450		Mollon		1	82	1	01253	0	0	1,59	45.95	5.25			
189373	01250		Montagnat		1	82	1	01254	1421	85	1,62	46.17166519	5.28472185			
189374	01470		Montagnieu		1	82	1	01255	386	57	1,71	45.79333114	5.47083282			
189375	I_69284		Montanay		1	82	1	01256	2419	0	1,5	45.8833333	4.85			
189376	01200		Montanges		1	82	1	01257	282	18	1,55	46.16472244	5.80083322			
189377	01090		Montceaux		1	82	1	01258	908	67	1,85	46.09805679	4.7963891			
189378	01310		Montcet		1	82	1	01259	489	63	0,78	46.2136116	5.11138916			
189379	01800		Le Montellier		1	82	1	01260	221	11	1,96	45.93027877	5.07388877			
189380	01390		Monthieux		1	82	1	01261	578	32	1,4	45.95500183	4.94027805			
189381	01120		Montluel		1	82	1	01262	6454	148	1,41	45.85194396	5.05777788			
189382	01090		Montmerle-sur-Saône		1	82	1	01263	2830	624	1,97	46.08277893	4.75750017			
189383	01310		Montracol		1	82	1	01264	619	38	0,99	46.19861221	5.12194395			
189384	01460		Montréal-la-Cluse		1	82	1	01265	3652	272		46.18777847	5.56750011			
189385	01340		Montrevel-en-Bresse		1	82	1	01266	1994	192	1,51	46.33638763	5.12777805			
189386	01460		Nurieux-Volognat		1	82	1	01267	952	44		46.19499969	5.51722192			
189387	01300		Murs-et-Gélignieux		1	82	1	01268	204	29	2,71	45.64389038	5.6627779			
189388	01130		Nantua		1	82	1	01269	3902	282	1,6	46.15527725	5.60527801			
189389	01460		Nantua		1	82	1	01269	3902	282	1,6	46.15527725	5.60527801			
189390	I_01410		Napt		1	82	1	01270	0	0	1,49	46.2	5.5			
189391	01300		Nattages		1	82	1	01271	393	31	2,11	45.73138809	5.76444387			
189392	01400		Neuville-les-Dames		1	82	1	01272	1231	43	1,17	46.16222381	5.00277805			
189393	01160		Neuville-sur-Ain		1	82	1	01273	1236	58	1,28	46.08444213	5.37027788			
189394	01130		Les Neyrolles		1	82	1	01274	617	65	2	46.13944244	5.6377778			
189395	01700		Neyron		1	82	1	01275	2157	321		45.81472015	4.9286108			
189396	01120		Niévroz		1	82	1	01276	1360	101	1,51	45.82694244	5.06472206			
189397	01230		Nivollet-Montgriffon		1	82	1	01277	87	8	1,42	45.99111175	5.4458332			
189398	I_01091		Ochiaz		1	82	1	01278	0	0	1,5	46.116667	5.783333			
189399	01230		Oncieu		1	82	1	01279	78	9	0,8	45.95777893	5.47333288			
189400	01510		Ordonnaz		1	82	1	01280	120	8	1,89	45.83694458	5.53888893			
189401	01210		Ornex		1	82	1	01281	2663	401	2,58	46.27166748	6.09722185			
189402	01430		Outriaz		1	82	1	01282	264	47	0,83	46.06777954	5.54805612			
189403	01100		Oyonnax		1	82	1	01283	24162	663	1,1	46.26083374	5.65472221			
189404	01190		Ozan		1	82	1	01284	467	62	1,81	46.39166641	4.91472196			
189405	01600		Parcieux		1	82	1	01285	909	250	1,8	45.91583251	4.82583284			
189406	01300		Parves		1	82	1	01286	320	52	2,01	45.74388885	5.74222183			
189407	I_01079		Passin		1	82	1	01287	0	0	1,21	45.933333	5.7			
189408	01630		Péron		1	82	1	01288	1579	46	2,01	46.18999862	5.92361116			
189409	01960		Péronnas		1	82	1	01289	5534	305	0,6	46.1827774	5.19750022			
189410	01800		Pérouges		1	82	1	01290	1103	45	1,11	45.9019432	5.18111085			
189411	01540		Perrex		1	82	1	01291	721	64	1,23	46.2444458	4.97861099			
189412	01260		Le Petit-Abergement		1	82	1	01292	141	5	1,93	46.03250122	5.66166687			
189413	01430		Peyriat		1	82	1	01293	158	26	1,35	46.15527725	5.50944423			
189414	01300		Peyrieu		1	82	1	01294	646	40		45.6791687	5.67694377			
189415	01140		Peyzieux-sur-Saône		1	82	1	01295	337	28	1,8	46.12861251	4.81694412			
189416	01270		Pirajoux		1	82	1	01296	299	23	1,81	46.3722229	5.29722213			
189417	01120		Pizay		1	82	1	01297	637	39	1,21	45.8880577	5.09027814			
189418	01130		Plagne		1	82	1	01298	83	12	1,33	46.19361114	5.72666692			
189419	01330		Le Plantay		1	82	1	01299	417	17	1,35	46.02444458	5.08777809			
189420	01130		Le Poizat		1	82	1	01300	321	15	1,21	46.1455574	5.69388914			
189421	01310		Polliat		1	82	1	01301	2019	101	1,01	46.25027847	5.12638902			
189422	01350		Pollieu		1	82	1	01302	122	29	1,71	45.8002777	5.74388885			
189423	01450		Poncin		1	82	1	01303	1360	62	1,51	46.08750152	5.40694379			
189424	01160		Pont-d'Ain		1	82	1	01304	2307	201	0,52	46.05083465	5.33500003			
189425	01190		Pont-de-Vaux		1	82	1	01305	2004	254	2,11	46.43333435	4.936944			
189426	01290		Pont-de-Veyle		1	82	1	01306	1484	732	1,57	46.26388931	4.8877778			
189427	01460		Port		1	82	1	01307	913	182	0,76	46.16305541	5.57138919			
189428	01550		Pougny		1	82	1	01308	629	77	2,06	46.1380577	5.9499998			
189429	01250		Pouillat		1	82	1	01309	58	6	2,18	46.32722091	5.42749977			
189430	01300		Prémeyzel		1	82	1	01310	242	25	2,41	45.68388748	5.64805603			
189431	01110		Prémillieu		1	82	1	01311	33	5	1,43	45.87444305	5.57166719			
189432	01510		Prémillieu		1	82	1	01311	33	5	1,43	45.87444305	5.57166719			
189433	01370		Pressiat		1	82	1	01312	191	26	1,51	46.32333374	5.38416719			
189434	01280		Prévessin-Moëns		1	82	1	01313	4261	308	2,52	46.25388717	6.08166694			
189435	01160		Priay		1	82	1	01314	1152	60	1,73	46.00444412	5.2874999			
189436	I_01202		Proulieu		1	82	1	01315	0	0		45.8666667	5.3166667			
189437	01510		Pugieu		1	82	1	01316	126	25	1,61	45.82110977	5.64916706			
189438	01250		Ramasse		1	82	1	01317	219	19	0,7	46.19527816	5.35472202			
189439	01390		Rancé		1	82	1	01318	498	43	1,63	45.96472167	4.86972188			
189440	01990		Relevant		1	82	1	01319	367	26	1,34	46.09000015	4.94972181			
189441	01620		Replonges		1	82	1	01320	2845	162	1,57	46.31000137	4.88666677			
